GENE_SYMBOL,logFC,P.Value
REPIN1,0.176,0.17394441
ITPKC,0.245,0.17400304
POLD4,-0.138,0.17404252
EEF1B2,-0.0982,0.17412111
FAM65C,0.45088500000000004,0.1741728603314767
SLC22A13,-0.332,0.17419535
GRB14,-0.135,0.17422818
TATDN3,-0.133,0.17471596
C7orf69,0.628,0.17474902
NAV2-AS4,-0.299,0.17482509
SCAMP3,0.155,0.17483349
MAPK1,0.0933,0.175025
FRG2,0.167,0.17505114
CKLF,-0.17149999999999999,0.17510484076931893
XLOC_002408,-0.833,0.17512443
RBAK,0.18655000000000002,0.17512822133173614
MFSD6L,0.449,0.1751361
KRTAP5-11,0.475,0.175226714633164
PSMD4,-0.116,0.17522827
C8orf67,0.546,0.17528801
AGPAT6,0.221,0.17531233
SRRD,0.1,0.17532168
MAGOH,-0.101,0.17533253
ICT1,-0.0924,0.17536204
RTN2,0.109,0.17540765
LOC100130580,0.746,0.17543483
CCL11,0.104,0.17551376
TMEM50A,0.108,0.17555174
FOXA3,-0.137,0.17557594
C16orf82,0.656,0.17562497
SMAD1,-0.102,0.17566164
ABCA5,-0.185,0.17570636
PAX8,-0.121,0.17573144
DRG1,0.136,0.17573196
LOC151171,-1.14,0.17578176
CMIP,0.25,0.17583452
RRP9,0.112,0.17597174
NAGK,0.114,0.17607081
MRPL33,-0.105,0.17622718
SPRYD3,0.116,0.17625495
PKP2,-0.137,0.17627407
SDC2,-0.407,0.17636401
RFXANK,0.128,0.17646377
BAK1,0.116,0.17667409
SIK1,0.166,0.17673804
AGPAT9,-0.0895,0.1768515
PID1,-0.185,0.17688409
DDC,1.159,0.1769757873007453
HAX1,0.101,0.17704966
PMVK,-0.0958,0.17714081
PLA2G4C,0.0832,0.17716587
HIST1H2AK,-0.111,0.17719489
AMACR,0.271,0.1772187364002874
IL36B,0.387,0.17729773
FMR1-AS1,0.431,0.17733371
NDUFA5,-0.114,0.17736243
AHCYL2,-0.225,0.17740496
ZNF281,0.148,0.17747137
TRIM71,2.27,0.17750975
HOXB5,0.385,0.17751124
SMA4,-0.135,0.17759913
FAM195B,0.123,0.17766408
KRT18,-0.136,0.17775563908726255
PRKRA,-0.122,0.17788876
LOC100129648,0.335,0.17791992
ZNF334,-0.361,0.1779566
RALGPS2,0.22805,0.1780230801586129
OR7A10,1.01,0.17805276
CDC26,-0.0873,0.17805386
TCEB2,0.0854,0.17809355
ZNF621,-0.14450000000000002,0.1783138331985969
RCN3,0.691,0.17831482
GLYATL1,-0.294,0.17839446
RASL12,0.615,0.17843662
TMEM171,0.143,0.17845913
MC2R,0.587,0.17846422
TTC28,0.18276666666666663,0.1784819951063565
SELE,-0.28065,0.17848991877263487
KLHDC9,-0.195,0.17853796
EFNA5,-0.603,0.17858668
HGS,0.0798,0.17865568
RILP,-0.0801,0.17866706
C7orf34,0.417,0.17869188
LOC389831,-0.10865,0.17885235241080208
ZNF784,-0.106,0.17886369
LOC100271836,0.714,0.17899923
GSK3A,0.0899,0.17901682
COLEC11,-0.225,0.17906655
DCST1,0.6599999999999999,0.17911803861831033
SNAI3,0.673,0.17911913
LCE3A,-0.593,0.17922999
FHIT,0.0869,0.17923992
TTC39B,-0.1665,0.17925874652530838
FTO,-0.007499999999999993,0.179358326848098
TRIM23,-0.27,0.17941826
EXOSC4,0.0852,0.17942475
FAM110B,-0.35,0.17943192
FAN1,-0.148,0.17943347
NOVA2,0.505,0.17943651
ETV2,-0.1305,0.17953257171198217
CES4A,-0.408,0.17959675
RAB17,0.1333,0.179626673865351
GHR,-0.17265,0.17974461884818563
GIMAP1,0.392,0.17976787
SLC46A1,-0.176,0.17978491
C6orf222,-0.683,0.17984712
PURA,-0.138,0.17985522
PUS10,0.15940000000000001,0.17990409411106226
LOC100129869,-0.493,0.1799102270971364
COX6C,-0.135,0.17991885
ZDHHC2,-0.168,0.17999067
PDS5A,0.12413333333333332,0.18001234644543748
BMF,0.27999999999999997,0.18012750860792892
LOC285758,-0.211,0.18014336
POLE,0.026999999999999996,0.18022923976198613
CXCL14,0.363,0.18026312
GPBP1,-0.156,0.18042079
COX7A2L,-0.09745000000000001,0.18045125654936436
CDK2AP1,0.121,0.1805065
TAL2,-0.241,0.18057207
ACCN4,-0.164,0.1806752
IL4I1,-0.224,0.18072223
COL12A1,0.2645,0.18083140009842594
LY6G6F,-0.335,0.18107442
SESN2,0.131,0.18108587
XAGE3,-0.271,0.18109403
NRAP,0.182,0.18111593
HES3,0.488,0.18111994
LRTOMT,0.206,0.1811762205184351
ATAD5,0.613,0.18117747
BIRC7,-0.145,0.18121921
NRTN,-0.108,0.18122032
C10orf25,-0.223,0.18126205
CRYBA1,-0.257,0.18138505
IL22,0.567,0.18143923
C21orf30,0.204,0.18145374
PLA2G7,-0.605,0.18148651
ATAD3A,0.102,0.18157696
XRCC4,-0.146,0.18169161
LOC643797,-0.501,0.1818191
SCG5,-0.396,0.18182851
SF3A1,-0.0837,0.1818535
B3GNT5,-0.0965,0.18187236
WDR54,0.105,0.18190525
ERLEC1,0.020500000000000004,0.18191545797151606
ZNF277,-0.123,0.18202267
INTS6,-0.17800000000000002,0.1820420570104384
ZSCAN10,0.638,0.18204705
LOC100144604,-0.159,0.18206487
CABP5,0.388,0.18213274
CECR9,-0.63,0.18221964
RNLS,0.105,0.18224111
SYT12,-0.105,0.18225146
RNF20,0.0857,0.18227055
TRIM10,-0.1925,0.1823469663373031
MFSD1,0.11024999999999999,0.1824449274431931
HAUS4,-0.213,0.18245353
C2orf44,0.143,0.18258697
PTTG3P,0.425,0.18272633
NFKB1,0.0918,0.182825
POLR3B,0.147,0.18291859
MTA1,0.0992,0.18292838
CDX4,0.273,0.18293139
PHLDB2,-0.014000000000000012,0.1829753170854096
DKFZp761E198,0.123,0.18300811
ACSM1,-0.378,0.1830342
LRFN5,0.536,0.18306488
TECPR1,0.129,0.18306743
PHF16,0.114,0.18320073
SPHAR,-0.136,0.18329207
PIK3R5,-0.698,0.18333359
IQCG,-0.19,0.18334126
MBLAC1,0.103,0.18337136
LRRC39,-0.14150000000000001,0.18340811143503072
IL2RB,-0.223,0.18343962
GPR98,-0.207,0.18345816
LOC286052,-0.271,0.18350739
AHCY,0.116,0.18366889
PPP3CB,0.10245,0.18369457834832723
VPS37B,0.282,0.18372402
XLOC_000734,0.344,0.18376045
MGAT1,-0.05568000000000001,0.1837715016402938
C9orf9,-0.0794,0.18378346
POF1B,0.05766666666666668,0.18378897646914422
CBLN1,0.516,0.18379254
DLGAP3,-0.233,0.18388211
SLC25A43,0.108,0.18401886
MRPS30,0.125,0.18413962
C19orf43,0.119,0.18425329
OR9A2,0.769,0.18441833
LIX1,0.162,0.18470131
HOXB13,-0.262,0.18475696
MAD2L1BP,0.0821,0.18495814
SALL1,-0.235,0.18502775
KIAA0090,0.0076666666666666645,0.18519086456033895
MAMSTR,0.239,0.18519416892438842
AMOTL1,0.363,0.18520756402439387
LIN54,-0.108,0.18523657
AGPS,-0.04750000000000001,0.18528259203390654
ALX1,0.724,0.18533744
TTC23L,-0.226,0.18552265234791232
SAA4,-0.0979,0.1855855
AAGAB,0.0972,0.18578535
STAT1,0.141,0.18580371
TXNDC15,-0.25,0.18582079
KPNB1,-0.09765,0.18592603636329938
TBC1D2,0.0829,0.18594313
TNFRSF11B,-0.193,0.18596258
MAPK9,0.0958,0.18601145190304216
GPN1,0.11575,0.18602813696516582
KIF25,-0.466,0.18609411
LRRC52,-0.353,0.1862122
GTF2F1,0.101,0.18631927
NPVF,-0.515,0.18654317
CA8,-0.32,0.18667568
DEF8,0.0913,0.18668157006588085
TACC1,0.03945,0.18674767269334364
GLYR1,0.0843,0.18674867
CEACAM22P,-3.03,0.18682228
PCSK1,-0.521,0.18686481
LOC644366,-0.33,0.18688823
KLHL22,0.203,0.18698757
C3orf35,-0.201,0.18712821575313537
M6PR,0.167,0.18720405
MAPK11,-0.18295,0.1872517023767376
TREML2P1,-0.706,0.18735626
CLRN2,0.718,0.1873707
COL15A1,-0.411,0.18746333
GALNT1,-0.14950000000000002,0.18754963183218648
KRTAP7-1,0.474,0.18755162
ZNF689,0.139,0.18764417
EIF4A3,0.0823,0.18764956
FXC1,-0.108,0.1876603
PLEKHJ1,-0.0938,0.18768363
KLHL9,-0.134,0.18769926
DNAJC1,-0.09834999999999999,0.18777334677756968
MT3,0.101,0.18777766
CLEC14A,0.389,0.18780361
SLC19A1,0.008199999999999999,0.18784738300713122
PPIL4,0.087,0.1878777487492917
CLDN1,-0.126,0.1880444
XKR3,-0.463,0.18819886
ZNF385A,0.127,0.18824484
IHH,-0.183,0.18825517
KCNK13,0.373,0.18835313
MED24,0.119,0.18837412
LOC100130938,-0.155,0.18843056
UBXN8,-0.1293,0.18853530288731699
TSPAN19,0.164,0.18864257
MAN1A2,-0.119,0.18869531328170264
SMYD5,0.116,0.18872944
TPO,0.41700000000000004,0.18873839120944041
BCKDHA,-0.1385,0.18876755410597862
PXN,0.2586333333333333,0.18879965277352329
IGFBP6,-0.0894,0.18883742
SETMAR,-0.2603,0.18886684122943084
SEC16A,0.13955,0.18904128485812385
GEMIN7,0.0874,0.18915226
MNAT1,-0.195,0.18919668
FOXF1,0.304,0.18920726
DEDD,-0.1682,0.18922326129648223
FOXI3,0.387,0.18930721
HOXA11,0.354,0.18934314
CDH16,0.378,0.18939603
SNORD12B,0.364,0.18948702
LOC285547,-0.652,0.18958098
OR2M5,-0.587,0.18977099
EPO,-0.424,0.18981192
DPP9,0.1214,0.1898173890940257
METTL21A,-0.14683333333333334,0.1898277294270522
GJD2,0.226,0.18995209
FKBP15,0.24,0.1901999
USP16,-0.1036,0.19026611022414702
AKNA,0.4672500000000001,0.19030037555979343
CHST12,0.149,0.19030196
ERCC3,0.105,0.19056597
PLXNB3,0.62,0.19058349
ZNF468,0.037750000000000006,0.1906611642906506
LOC729867,-0.409,0.19078642
MYO18B,-0.271,0.19085582
NDRG1,0.108,0.19093395
FCER2,0.437,0.19103423
USP53,0.036950000000000004,0.19109308497220484
GNE,-0.0876,0.19110137
SMARCB1,0.131,0.19116920440275245
LOC100652824,0.727,0.19118895
DUSP19,-0.243,0.19127985
C6orf70,-0.139,0.19128425
YJEFN3,-0.43860000000000005,0.19131914458491991
LOC286238,-0.637,0.19137269
CALML5,-0.293,0.19139822
SPINK4,-0.498,0.19144751
PEX19,-0.091,0.19178997
FCRL1,0.362,0.19184919904989944
LOC100132319,0.421,0.19185071
ZNF572,-0.147,0.19185624
GYG2P1,-0.182,0.19188208
RSC1A1,0.161,0.19189362
LOC644189,-0.152,0.19204831
BCRP2,0.12,0.19206726
DBNL,-0.1233,0.1921682406638717
ZNF235,0.139,0.19221331559546678
KCNQ1OT1,-0.505,0.19231986
EVI2A,-0.431,0.19233501
B3GALNT1,0.11,0.19236364
SMOC1,-0.16999999999999998,0.19236420995789996
SLC27A4,0.169,0.19241198
CIZ1,0.11185,0.19242257261072046
TECPR2,0.1745,0.19256429195766747
DUSP4,-0.142,0.19261344
SATL1,-0.37850000000000006,0.19264503275537442
NT5C,-0.125,0.19268577
CST1,-0.455,0.19281777
TM4SF18,0.277,0.19298358
C22orf31,-0.935,0.19301529
BASP1,-0.343,0.19310695
APOD,-0.378,0.19320349
CAPS2,-0.3365,0.19321416957626278
DTNA,0.0664,0.19327289658935873
ZNF766,-0.124,0.19327734
LOC284751,-0.353,0.19329536
GRB10,-0.08365,0.193366915205279
VAMP4,-0.31466666666666665,0.19337445332308995
SIGLEC9,0.462,0.1933881
EMP1,-0.119,0.19349634
LOC728769,-0.124,0.19349702
ANXA1,-0.129,0.19360055
URM1,0.10550000000000001,0.19365715762454516
PNPLA6,0.124,0.19370036
PRH2,-0.09236666666666667,0.19375832101987456
PLEKHG5,0.057850000000000006,0.19376699266292957
ONECUT2,0.232,0.19377922
FAM78B,-0.362,0.19382874333956968
LOC100129397,0.455,0.19411261
TUBAL3,-0.2375,0.19413763880351784
C14orf101,-0.146,0.19415122
TPST1,0.0878,0.19415647
HCG18,-0.181,0.19431947
ANXA5,0.136,0.19437373
EXO1,0.332,0.19438253
SLC29A1,0.158,0.19444659
PCSK7,0.125,0.19450423837842723
CHSY1,-0.162,0.1945231
CCDC36,-0.404,0.19457104
LOC643923,-0.569,0.19459333
MCF2L-AS1,0.102,0.19472646
PON3,-0.193,0.19473729
ADAM9,-0.124,0.19481474
CHST4,-0.121,0.19484857
FAM196B,0.366,0.19485211
COL23A1,-0.1965,0.1948693886944336
LAX1,0.762,0.19490658
RIN2,0.208,0.19490837
ZCCHC5,0.65,0.19492664
CASR,0.407,0.19493476
GRIP1,0.2365,0.1949456749915018
PHEX,0.156,0.19495089
OLFML2A,0.5609999999999999,0.1950483174352672
MS4A7,-0.772,0.1950501
RIOK1,0.141,0.19515548
YAF2,-0.255,0.19516392741447633
DPYSL4,0.1817,0.19520158964089593
LOC389607,0.47,0.19522437
MT1IP,-1.1,0.19522638
CPE,-0.131,0.19526815
EGF,0.468,0.19529632
KEAP1,0.15,0.19533112
DPH3P1,-0.116,0.19539803
DHX37,0.13,0.19541715
ZBTB40,0.2259,0.19549183673606652
TMCO5A,-0.636,0.19553646
RALY,0.102,0.19558479
LOC100128437,-0.444,0.19559562
CRBN,-0.189,0.19563746
PCDHA12,0.599,0.19573188
FDFT1,-0.101,0.19578198
OR5A1,0.662,0.19592661
NIPAL4,0.484,0.19593574
ZFP82,-0.04450000000000001,0.19602429087320247
MBOAT4,-0.765,0.19631156
GNG12,-0.136,0.19632915
SLCO2B1,0.264,0.19634841
LOC338579,-0.408,0.19638458
FAM190B,0.0916,0.1965419090526888
RPP30,-0.18878999999999999,0.19656235962139146
MAD2L1,0.195,0.19660595
APEX1,0.0785,0.19666475
CSAG1,-0.153,0.19674156
FNDC3A,-0.38130000000000003,0.19695669705390048
HABP2,0.249,0.19698992
KRTAP16-1,0.126,0.19699204
LOC100132790,0.39415,0.19707035563471142
LOC100129781,-0.166,0.19711823
FLJ45248,-0.196,0.1971689
NLGN4Y,0.1835,0.19720497073867235
LOC400043,0.164,0.19739051
SLC9A9,-0.358,0.19742515
REG3A,0.535,0.19748029
PROX1,-0.151,0.19764029
HLA-E,0.123,0.19765382
SWI5,0.127,0.19767856
PRSS3,-0.081,0.1976819
C20orf118,-0.377,0.19773233
SCP2,-0.1405,0.19780658623325312
C10orf93,0.644,0.1978929
KRT37,-0.154,0.1980707
GLI3,0.68,0.1981352
TRIM35,-0.124,0.19816274
PRSS53,-0.181,0.19821987
PALM2,0.177,0.19823343
MST1,-0.16,0.19824163
ITGB8,-0.669,0.19824855
UBE2B,-0.147,0.19830184
S100A1,0.1424,0.19834554247427671
ATP6V1F,0.116,0.19846922
CHRNA4,-1.22,0.1984913
ARSE,-0.0884,0.19852756
GOLGA6C,-0.457,0.19854134
PSMD8,0.0774,0.19857361
DNAJB9,-0.0859,0.19862451
WFIKKN2,-0.32765,0.19867205663131077
POLN,-0.68,0.19868771
ATG5,-0.1419,0.19871045827340586
TCTE3,0.355,0.19875803
RSPRY1,-0.133,0.19884859
WIPF3,0.10153333333333332,0.1989018337480284
LDOC1,-0.119,0.19900832
C19orf28,0.2,0.1990485
LIPE,-0.0987,0.19923915
TAS2R3,-0.254,0.1993649
LOC100129275,-0.675,0.19942592
RHOXF2,-0.227,0.19950785
TCF21,0.71,0.1995089
NOP14,0.06665,0.1995375913167335
KIF1A,0.491,0.19954672
CNIH3,-0.7,0.19964778
XLOC_004789,0.269,0.1996608
ARL2,0.11,0.19972938
LOC439990,-0.205,0.1997317
BFAR,0.167,0.19974324
PEBP1,-0.13,0.19974909
FANCE,-0.126,0.19978628
MLST8,0.17099999999999999,0.19978923816448912
MYL3,-0.674,0.19981697
MAML3,0.02619999999999999,0.19984831339786177
LOC100130015,-0.1452,0.1999617880050219
TAS2R40,0.664,0.20031976
SLFN11,-0.74,0.2003566
RFT1,-0.06497499999999999,0.2003603749147087
HIST1H4E,-0.145,0.20040545
SCD5,-0.11254250000000002,0.20043722253058754
GTSF1,0.138,0.20051874
PNMAL2,0.3275,0.2005363129555744
LINC00256A,-0.4,0.20060523
LOC100288615,-0.166,0.20065504
KBTBD11,-0.127,0.20077009
DBF4,-0.4185,0.20081639873476642
PEPD,-0.129,0.20086666
OGT,-0.112,0.20091702
MYLK,0.0225,0.20096148275839443
WDR61,0.0806,0.20097798
TMEM39B,0.0787,0.20109821
COMMD6,-0.5965,0.20121195126080188
NBEAL2,-0.06749999999999998,0.20125003820269685
BUD13,-0.156,0.20131359
B4GALT3,0.128,0.201347438533638
IARS,0.05046666666666667,0.20137497647906002
FAM69C,0.125,0.20140559
ALG1L,0.153,0.20142083
LOC285370,0.487,0.20143953
NCOA6,0.0886,0.20151902
LOC646513,0.51,0.2015348
CCDC91,-0.188,0.20153758
ENTPD6,0.0946,0.20161327
NAPA,0.149,0.20162902
MS4A4A,-0.614,0.20168788
PCP4,0.222,0.20174411
YIPF5,-0.08515,0.20175278488934298
LOC285957,0.466,0.20179029
ZC3H18,0.1255,0.20179644622621498
LOC100133612,-0.428,0.20180118
HIATL1,-0.03635000000000001,0.201803091993307
TMEM45B,-0.074,0.20180567
TCHP,0.119,0.20192202
PLBD2,0.0951,0.20194126
DUSP14,0.0994,0.20198177
ZNF643,0.194,0.20201688
JUN,-0.14,0.20201896
C5orf35,-0.104,0.20202755
OR4X1,0.587,0.20203529
RPS4Y2,-0.0909,0.20205131
SULT1C2P1,0.103,0.20223613
KCTD15,-0.1251,0.20225193306774766
LOC219347,-0.565,0.20232848
ILDR2,0.14,0.20232982
GRK6,0.1238,0.20237584802604622
SLC39A1,0.0883,0.20254562
C16orf5,-0.05595,0.20264524780094165
TCF20,0.0376,0.20266533378666218
KCNK1,0.0796,0.2027817464033686
VGLL2,0.514,0.20281199
GFAP,0.44349999999999995,0.20296896921868926
LOC147646,0.418,0.20304395
PLXNC1,-0.358,0.20307149
VPS41,-0.138,0.20312076
NUDT3,-0.0838,0.20316075
XLOC_002759,0.479,0.20316642
C11orf65,-0.163,0.20319256
ACTR1A,0.0828,0.20320733
GRXCR1,0.551,0.20325039
IL21R,0.244,0.20326929
EID2,0.11349999999999999,0.20328949193457266
KNG1,0.34,0.20346311
ABCA7,-0.166,0.20363416
OR52R1,-0.512,0.20368295427955865
LOC100131662,-0.559,0.20387353
DGCR6L,0.0948,0.20390437
NR1D1,0.149,0.20392786
ZNF705G,0.3785,0.20394769068457666
DLC1,0.16549999999999998,0.20402819983787526
DNAH10OS,0.207,0.20407146
APBA2,1.0160799999999999,0.20408614458891092
DIRC3,0.576,0.2041192
LOC285441,0.119,0.2041885
LBH,0.11229999999999998,0.2042390236482463
LOC100127888,0.322,0.2042406
ACRBP,-0.292,0.20435646
GSDMD,0.0877,0.20437777
DGKG,0.298,0.20439736
C1orf162,-0.281,0.20441926
RGS5,-0.23199999999999998,0.20451740383082045
LOC285401,1.12,0.20452343
GGT6,-0.301,0.20463462
MGAT3,-0.708,0.20463809
LOC728342,0.595,0.20489033
TNFSF4,-0.453,0.20490286
CYP4Z2P,-0.271,0.20490881
HOOK3,-0.0946,0.20499505
P2RX4,-0.0812,0.20503202
SNORA23,0.832,0.2050326
SIGLEC8,-0.316,0.20516539
TOLLIP,-0.05000000000000002,0.20522767580232673
RANBP3L,0.452,0.2054173
DAND5,-0.381,0.2054283
IGSF6,-0.738,0.20546288
NACC2,0.0828,0.2055411
NMU,0.21,0.20555258
REG4,0.1615,0.20570882399840903
MTHFD2L,-0.3835,0.20571405601669765
ELAC1,-0.128,0.20571577
TTC7B,-0.113,0.20580555
LINC00304,0.125,0.20587585
LOC375190,-0.322,0.20594597
C14orf133,0.118,0.20605371
MYOZ2,0.12,0.20606785
TIPARP,-0.2155,0.2061962734756977
LOC100130428,-0.602,0.20621045
GNB1,-0.188,0.20628412
NFKBIZ,-0.135,0.20642491
TMEM74,-0.326,0.20644212
FABP4,0.172,0.20661179
PCNXL2,0.1975,0.20666956215164098
NOS2,-0.257,0.20687646
ITGB4,-0.224,0.20695307
TRIOBP,0.08749999999999998,0.20699604343242645
LOC100131015,-0.251,0.2069983
GC,-0.13,0.20714137
PRSS8,0.094,0.20718034
TTC30A,-0.821,0.20720613
TC2N,-0.431,0.20722304
LIMS3L,0.466,0.20732241150224662
RARRES1,-0.132,0.20742905
IBA57,-0.0917,0.20745703
DNHD1,-0.3316666666666667,0.20745911848976697
TMEM169,-0.285,0.20747135
CRHR1,0.23425,0.20753317511034242
C16orf45,0.215,0.20756461
ZNF239,-0.121,0.20757055
LRRC8A,0.505,0.20764832
KIF12,-0.308,0.20770982
SLC39A2,0.542,0.20773709
C14orf129,-0.434,0.20774339
HSPB1,0.0952,0.20782275494778757
TOP2B,0.103,0.20800732
ELL3,-0.103,0.20811031
FMO6P,1.04,0.20817138
SRP72,-0.15,0.208171401329925
MYCT1,0.503,0.20817635
F8A2,0.0858,0.20822581
CNTN4,-0.603,0.20829213
TOMM70A,0.173,0.2083203
FFAR3,1.0185,0.20834741189010578
C12orf60,-0.173,0.20840124
CELA3A,-0.1376666666666667,0.20841148170211105
B3GALT5,-0.168,0.20846551
KCTD9,-0.0974,0.20850071699266792
C9orf102,0.03250000000000001,0.2085996861181274
HIST1H3A,-0.199,0.20861249
DAGLA,-0.114,0.20869664
LIPG,-0.135,0.20874997
EXOC8,-0.07144,0.2087521206499032
PSPH,0.0891,0.20877841
LOC100652763,0.118,0.20877982
LOC644794,0.076,0.20879234226378254
GGTLC1,-0.135,0.20880679
NFKBIE,0.0917,0.20884362
PRAME,-0.18450000000000003,0.20884711258651822
C11orf44,-0.71,0.20886247
VASN,-0.0947,0.20888195
PPFIBP1,-0.19203333333333336,0.20896248993658992
SPDYE3,0.04350000000000001,0.2090305483643403
KRT6C,0.46,0.20910007
MAN2B2,-0.0837,0.20914932
LOC442459,0.663,0.20919062
AGL,-0.0979,0.2092061
PAPD7,-0.119,0.20926943
ZNF503,-0.11795,0.20928463209395665
FAM161B,-0.187,0.2093243
JAM3,0.859,0.2093546
RRAS2,-0.08405,0.20941798727073155
WFDC8,-0.318,0.20949747
ERAP1,-0.085805,0.20961427882438363
DOLK,0.0978,0.20964038
AP1AR,-0.144,0.20969005
CHMP1B,-0.139,0.20969804
RGAG1,0.646,0.20972041
LOC100132356,-0.313,0.2097525
CACNB1,-0.572,0.20975617
ZNF335,0.168,0.20979649
ARL6IP5,-0.104,0.20980513
C12orf52,0.181,0.20990791535176526
OR52M1,0.477,0.2102017
SLC13A5,0.307,0.21028508
TRPV4,0.192,0.2102906
SLC25A44,0.129,0.21030225
BABAM1,0.129,0.2103267
C8orf40,-0.141,0.21032943
ASNS,0.0881,0.21044846
LOC338588,0.45,0.21048367
TMED6,-0.245,0.21049276
ZNF705A,-0.056999999999999995,0.21052081465694628
PRAMEF7,0.302,0.21055227
SUSD5,-0.136,0.21057028
METRN,-0.0736,0.21058708
FAM46A,-0.0870335,0.2106411314750634
RNF138P1,-0.478,0.21065446
FAM25A,0.317,0.21066746
ADRM1,0.112,0.21070916
IGIP,-0.148,0.21072464
DDX52,0.116,0.21111034
GNA15,0.663,0.21122851
PSMD1,0.036449999999999996,0.21129337603340131
ATF7,0.359,0.21150688
EIF3H,-0.0759,0.21156099
AIG1,-0.10882499999999999,0.21165343762708796
CAPZB,0.022224999999999998,0.21179477985286244
UACA,-0.18,0.21181382
ART4,-0.124,0.21181437
SDR39U1,0.0889,0.21187179
BCL6B,0.404,0.2119174
LOC100131821,-0.822,0.21198221
OTUB1,0.102,0.21205954
SUN3,0.466,0.21212008
YPEL2,-0.154,0.21217797
CCL23,0.287,0.21218793
XLOC_005285,0.3655,0.2122080448427875
LOC157860,0.289,0.21223141
C16orf13,0.134,0.21224794
GRINA,0.105,0.21226937
CLRN1-AS1,0.316,0.21233963
CERS4,0.152,0.21241767
SPINT1,0.2,0.21245158
ERH,-0.0843,0.21256366
GJA8,0.465,0.21258328
ZNF787,0.116,0.21261117
OR2M7,0.877,0.21265864
CXorf58,0.289,0.21270563
IMPAD1,0.1585,0.21271916809487984
HSD17B13,0.109,0.21276697
SEPT10,-0.102,0.21287121
SCGB1D4,0.111,0.21287483
FLJ20712,-0.341,0.21291326
IGFBP2,-0.0931,0.21306741
ZNF92,-0.157,0.21313415
LOC100128239,-0.07854,0.2131880315799743
C1orf172,-0.166,0.2132506805289443
VPS36,-0.194,0.21330516
CHERP,0.109,0.21333686
KIAA0226,0.22150000000000003,0.2134443560009182
ABCA9,-0.199,0.2134544
FSCN3,0.71,0.21345862
OR6K6,0.146,0.21357342
RUFY2,0.34400000000000003,0.21357694452392698
COL6A1,0.11,0.21361589
SLC25A12,-0.183,0.21370012
GHDC,0.145,0.21381287
EIF2S1,-0.102,0.21394056
GDF1,0.294,0.213953
RIMBP3,0.0892,0.21409116
SLC2A14,-0.157,0.21420804
XLOC_003075,0.18,0.21437132
CER1,-0.111,0.21442298
SNX1,-0.111,0.21458858
C19orf45,-0.633,0.21468203
ACSL5,0.0986,0.21471757
C3orf75,0.04885,0.214804175837065
CYP2U1,-0.0826,0.21488783
YDJC,0.109,0.21490038
EIF1B,-0.0704,0.21518477
GNPAT,0.0837,0.21522024
FBF1,-0.21300000000000002,0.21522719927880726
C3orf70,-0.956,0.21533253
HSPB9,-0.188,0.21553759
AHSA1,0.0941,0.21556155
ZMYND11,0.0894,0.21561878
AIFM3,-0.279,0.21580624
MTSS1,-0.11755,0.21584017229970287
DUSP3,0.0887,0.21589569
SLC19A2,-0.0987,0.21600665
XLOC_005952,-0.37,0.21601901
ELOVL4,-0.306,0.21607432
LOC729451,0.822,0.216079
TBCA,-0.0876,0.21618935
PURB,0.08345,0.21623137705459375
CCDC125,-0.19166666666666668,0.2164488756356093
OCEL1,0.105,0.21644905
LRR1,-0.0392,0.21646180699012352
LRRC24,-0.118,0.2166721
C9orf30-TMEFF1,-0.572,0.21676731
KRTAP4-4,0.486,0.21682823
TMEM134,-0.0972,0.21682978
NFATC2,0.2485,0.21690060707772202
C6orf48,0.1283,0.21692558062492462
ZDHHC3,-0.04575,0.2169928360485151
LOC100131864,1.46,0.21702558
NS3BP,-0.192,0.21704881
ZNF43,-0.715,0.21707282
CLEC2B,0.222,0.2170848
C11orf84,0.234,0.21712894
TYR,0.16666666666666666,0.21726587675330356
C1orf123,-0.0954,0.21732741
TTC39C,0.127,0.21733711491660015
CTDNEP1,0.09845000000000001,0.2173683961942141
FAM87B,-0.2167,0.21739775011050588
ARHGAP4,-0.0715,0.21744777862352552
C12orf49,0.263,0.21760375
PCDHGA2,-0.0845,0.21760713
PDCD10,-0.0789,0.21762169
ZDHHC16,0.214,0.2176779
TYRO3P,-0.215,0.21767801
TNFAIP1,0.116,0.21768358
LOC100133145,-0.653,0.21771838
TNC,0.256,0.21777813
PLAC1,0.169,0.21783327
GPR115,0.231,0.21791404
AKAP17A,-0.0943,0.21792093
KRTAP3-3,-0.15850000000000003,0.21794260534865947
PIGF,-0.101,0.21798081
HNMT,0.016333333333333328,0.21801067291523768
HIF1A,0.2185,0.218040501785836
RAB28,-0.14733333333333334,0.21813373113451584
PCDH7,-0.732,0.21820335
P2RY10,-0.698,0.21825354
SLC26A7,-0.12159999999999999,0.218396694854976
PI15,0.279,0.21840565
RNASEK,0.0843,0.21850354
GSPT1,0.0725,0.21853001
ZCWPW1,-0.021249999999999998,0.21854781850506758
SNAP23,0.0923,0.2185886
CGB,0.196,0.2186434
CD24,0.141,0.21869912
LOC151534,0.146,0.21872846
LOC100129461,0.185,0.21877468
NR2F6,0.114,0.21878856
SNORA12,0.149,0.21881843
UGT3A1,-0.3915,0.21891030169216383
SLU7,-0.0901,0.21904918
FSD1L,-0.07999999999999999,0.2190827578233243
AMELX,0.383,0.21908608
