GENE_SYMBOL,logFC,P.Value
KRT28,-0.23,0.341
SMPD1,0.0887,0.341
ONECUT1,0.11,0.341
RBP4,0.1,0.341
LOC285401,0.807,0.341
ARHGDIB,-0.123,0.341
PCP4,0.183,0.341
ZFAND4,0.1385,0.3412200744815632
C9orf47,0.13633333333333336,0.34139701225619346
OR4A47,-0.02099999999999999,0.34155830810941595
GSTTP1,0.16049999999999998,0.34163719843289075
LOC284276,-0.488,0.3419143490482478
CLEC4GP1,0.214,0.342
C14orf101,0.116,0.342
CREB1,0.177,0.342
NLRP10,0.131,0.342
DFFA,0.115,0.342
FSCB,-0.109,0.342
MAGEA8,-0.144,0.342
GRM3,-0.119,0.342
ERVH-3,-0.402,0.342
COL18A1-AS1,0.171,0.342
CLEC10A,0.189,0.342
MOGAT2,-0.122,0.342
COMTD1,-0.0964,0.342
CASP10,0.08282500000000001,0.34219952389985575
C12orf50,0.297,0.3422048645824929
LOC729159,-0.16368333333333332,0.34227643112090694
MAPK6,-0.087915,0.34227915710473195
HIST1H4D,-0.1174,0.34238044842040394
INTS1,-0.09765,0.34256722419655716
LONRF2,0.14984999999999998,0.3427067008043756
FLJ33065,0.0738,0.343
LOC100130345,0.189,0.343
CD38,-0.144,0.343
OSMR,-0.0948,0.343
ACVR1B,1.22,0.343
IDAS,0.0713,0.343
SOHLH1,1.43,0.343
NOS1AP,-0.236,0.343
PDGFB,-0.155,0.343
MFAP2,-0.158,0.343
NOVA2,0.391,0.343
LOC100233209,0.374,0.343
FAM66D,-0.254,0.343
MAFIP,0.155,0.343
KLHL38,0.127,0.343
EME2,-0.1745,0.3432462668422374
XLOC_004016,0.1995,0.34330244028084944
SDC2,-0.211,0.344
LEP,-0.0777,0.344
DPY19L2,0.335,0.344
RCOR1,0.0854,0.344
CST7,0.237,0.344
AZU1,-0.249,0.344
KIAA1024L,-0.133,0.344
GABRA4,-0.147,0.344
GIMAP6,-0.228,0.344
LOC442366,-0.212,0.344
TMCC2,-0.0814,0.344
OR4L1,-0.337,0.344
IGSF11,-0.436,0.344
DDX52,0.154,0.344
WHAMM,0.25286666666666663,0.3446622724613568
NRBF2,-0.1142,0.3447317492245448
TMBIM6,0.11795,0.3449916202935701
COMMD10,0.0729,0.345
MGC40069,0.0975,0.345
C17orf6,-0.47,0.345
HSPA2,-0.133,0.345
DLX6,0.29,0.345
H1F0,0.136,0.345
NOP16,-0.102,0.345
LOC283737,0.34,0.345
LOC100128126,0.429,0.345
TMEM88B,-0.13,0.345
MRPS26,0.123,0.345
KRTAP12-3,-0.639,0.345
CASP4,-0.0992,0.345
WRB,0.12,0.345
IFNA6,0.929,0.345
ENOX2,-0.0681,0.345
NOBOX,-0.191,0.345
LOC286059,-0.364,0.345
GBP6,-0.034550000000000004,0.345018496293178
PARG,-0.0545,0.3450856803770374
JAKMIP2,0.3725,0.34533418804774424
STRADB,0.0797,0.3456407454344781
C6orf192,-0.184,0.34581743948342636
GRM2,0.26,0.346
KLF7,0.181,0.346
UBR1,0.112,0.346
THOC1,0.0885,0.346
MOXD2P,0.582,0.346
MAGOH,-0.0697,0.346
LCE2A,-0.225,0.346
MCOLN2,1.84,0.346
JMJD7,-0.0734,0.346
PRG3,0.39,0.346
CLDN16,-0.144,0.346
ZNF670,0.283,0.346
FPGT-TNNI3K,0.18935000000000002,0.34601866533376907
RBM39,0.07903333333333333,0.34621834141973645
TUBBP5,-0.38049999999999995,0.34627120833104946
RBM10,-0.06484999999999999,0.34674468412952236
TRPS1,0.10649999999999998,0.34686968322140127
ZNF625,0.2405,0.34689869668839296
SLC25A17,0.0631,0.347
RANBP6,0.118,0.347
SIL1,0.0798,0.347
DMP1,-0.109,0.347
CYBB,-0.429,0.347
SMC3,0.0748,0.347
GET4,0.0899,0.347
OLFM2,0.199,0.347
GABRR3,-0.463,0.347
HPCAL4,-0.0885,0.347
NBEA,-0.368,0.347
TBC1D2,-0.082,0.347
HOXC8,0.169,0.347
TMEM156,-0.481,0.347
GPR113,0.253,0.347
SPCS1,0.117,0.347
INVS,0.152,0.3470303534078519
FAM20A,0.22649999999999998,0.34713744004784386
RTKN2,-0.21686666666666668,0.34737549084199576
SYT6,0.3453,0.3477521580773437
CEACAM4,0.417,0.348
FLJ16124,0.31,0.348
RAB6A,-0.0818,0.348
C14orf129,-0.283,0.348
RBFOX3,0.383,0.348
EMR3,0.214,0.348
RAD51AP1,0.152,0.348
BEX5,0.088,0.348
OR10R3P,0.238,0.348
SNAI3,0.779,0.348
TNFSF8,-0.211,0.348
IQCF1,-0.17725000000000002,0.3480735345262589
CAPRIN1,-0.16674999999999998,0.3483763000227892
C1orf146,0.0008500000000000035,0.3486833429050536
EEF1A1,-0.06763333333333334,0.34870372819821754
EFNA2,-0.243,0.349
DCP2,0.172,0.349
COX19,0.136,0.349
TBC1D21,0.813,0.349
LOC439950,0.138,0.349
IGF1R,0.0999,0.349
FSTL5,-0.298,0.349
XLOC_002779,0.387,0.349
CPNE7,-0.156,0.349
CLEC18B,-0.193,0.349
BMPR1B,-0.326,0.349
CCL8,2.14,0.349
C20orf62,0.122,0.349
UCP1,1.07,0.349
C20orf160,-0.15785,0.3491146851565957
SLC29A4,-0.10855000000000001,0.3493502201999608
EML1,0.08755,0.3493502201999608
HSCB,-0.08929999999999999,0.3495479007313123
YPEL1,0.2135,0.34956788683305007
RSPH9,0.1395,0.3498209795488483
APPL2,0.114,0.35
TM4SF18,-0.162,0.35
LINC00256B,0.299,0.35
CAPN1,-0.123,0.35
LOC100130811,0.174,0.35
SYCP3,0.165,0.35
VPS25,0.0778,0.35
B7H6,-0.0819,0.35
FAM149A,0.108,0.35
DCLRE1B,-0.297,0.35
OR4N5,-0.693,0.35
TMEM53,0.018353333333333333,0.3500399980224887
CAGE1,-0.2398,0.350147159407509
TMEM229B,-0.021500000000000005,0.3504288011284558
LOC100128496,-0.11895,0.3505529425533587
GCH1,-0.14635,0.35067705520339437
SH3BP4,0.019666666666666666,0.35075040329404045
LRRC16A,-0.22549999999999998,0.35093848415629253
ATXN1L,0.07350000000000001,0.35098278150229856
HEY1,-0.259,0.351
TLR10,-0.0993,0.351
RGS22,0.147,0.351
LOC100130429,-0.304,0.351
PIK3R1,0.0734,0.351
DNER,-0.163,0.351
TAZ,-0.105,0.351
LRCH4,0.25,0.351
OR52M1,-0.544,0.351
ZNF193,0.0956,0.351
ACTA1,0.394,0.351
ARHGAP44,-0.16470500000000002,0.35103150435130936
CRYZ,-0.11024999999999999,0.35114443572882165
FAM110C,0.10265,0.3511577202078168
NKD2,-0.037099999999999994,0.351341455036241
TAG,0.3612565,0.3513414550362411
ARVCF,0.056900000000000006,0.35177508489406145
LOC100292905,-0.1945,0.35196081886309993
GNRHR,-0.293,0.352
TRIM78P,0.234,0.352
LOC439911,-0.123,0.352
SERPINA11,0.182,0.352
CENPK,-0.142,0.352
C17orf50,0.296,0.352
ZNF184,0.251,0.352
PLA2R1,-0.439,0.352
ARPC4,-0.0811,0.352
CRLF3,-0.131,0.352
LOC283140,-0.132,0.352
OR10AG1,0.105,0.352
LOC728573,-0.192,0.352
GBAS,0.153,0.352
GSC2,0.483,0.352
KLHDC5,0.138,0.352
MGC16075,-0.18,0.352
PISD,-0.104,0.352
ELSPBP1,0.552,0.352
CELF5,0.025,0.35206692365669184
CCDC85C,-0.063,0.3522702324629006
CDKN2A,-0.1256,0.3525573851920759
POLR3GL,0.09004999999999999,0.3529657605069855
LTV1,-0.0739,0.353
FUZ,-0.094,0.353
SPOPL,-0.138,0.353
YDJC,-0.103,0.353
LOC100131193,0.334,0.353
B2M,0.0649,0.353
VN1R5,0.491,0.353
HBD,-0.158,0.353
MCL1,0.0868,0.353
LOC646903,0.209,0.353
SGMS1,-0.112,0.353
RAB39B,0.136,0.353
LYAR,-0.0677,0.353
TLX1NB,-0.435,0.353
ATP8B2,0.312,0.353
ERCC6,0.0797,0.353
MPV17L,0.1,0.353
DEFB103A,0.0926,0.353
BEAN1,0.246,0.353
ZFP57,-0.147,0.353
PCDHA13,-0.252,0.353
CCT7,0.0658,0.353
SOX17,-0.26,0.353
SERPINA12,0.333,0.353
PARP16,0.0973,0.353
PTGFRN,0.103,0.353
CYP4X1,-0.279,0.353
MYRIP,-0.131,0.353
LOC147646,0.274,0.353
CTRC,0.23080000000000003,0.3530429857096444
LOC283788,-0.046566666666666666,0.3532880077549677
MRPL30,0.19776666666666667,0.3536875129654211
SLC12A9,-0.023000000000000007,0.3537022564628296
RASA4,-0.11537499999999999,0.353763941303915
LOC284219,-0.13,0.354
OR4F4,-0.235,0.354
CTDSPL2,-0.166,0.354
CD40LG,0.245,0.354
HIST3H2A,-0.535,0.354
NKG7,0.157,0.354
C17orf82,-0.107,0.354
LOC643723,0.248,0.354
PABPN1,0.0735,0.354
HIST1H3C,-0.103,0.354
LOC389043,-0.885,0.354
ZNF84,0.0875,0.354
KRT72,0.174,0.354
TTTY19,1.2,0.354
GSTCD,0.11,0.354
ST7L,0.24551,0.3543124771039605
ZDHHC23,-0.19623333333333334,0.3544709504316031
LSS,0.1124,0.35447514995604756
CLCN4,-0.09755,0.35449715340044147
ZNF746,0.2495,0.35463795407040577
EPB41L2,-0.0943,0.355
CRADD,0.0853,0.355
RBL2,0.129,0.355
CDKN2B,-0.177,0.355
TMEM127,-0.0903,0.355
TMEM38A,0.0714,0.355
PUSL1,-0.0812,0.355
ND5,0.136,0.355
OR52E8,-0.963,0.355
C6orf174,0.323,0.355
ETS2,-0.0824,0.355
CALCOCO1,0.156,0.355
XLOC_009344,-0.773,0.355
KCNK2,0.135,0.355
POLR2L,0.0682,0.355
SFRP2,0.0999,0.355
PRR13,-0.187,0.35530185895060185
SHISA7,0.3305,0.3553611746873672
FCRL2,0.457,0.35544464498522166
TDRD6,0.06050000000000001,0.3555566505030947
SCYL2,0.05563333333333333,0.355575415297165
ANKRD23,-0.198,0.3556620461039807
MUM1,0.20175,0.3557059548275573
C2orf55,-0.662,0.3558464385995779
AMBRA1,-0.171385,0.3559210556448554
GPA33,0.111,0.356
TTC30A,-0.671,0.356
CRHBP,-0.259,0.356
TAL2,0.152,0.356
B4GALT1,0.0945,0.356
SLC8A3,-0.441,0.356
EPM2A,-0.303,0.356
SLC6A17,0.305,0.356
LOC646736,0.109,0.356
LUZP6,-0.179,0.356
FBLN7,0.264,0.356
PRAP1,0.124,0.356
ARHGAP9,-0.118,0.356
ARSE,-0.0763,0.356
C14orf133,0.0751,0.356
KIAA0930,-0.117,0.356
PJA1,-0.065,0.356
LOC414300,0.213,0.356
PCNXL3,-0.111,0.356
KLK3,-0.16044999999999998,0.3560044388881066
FAM60A,0.042,0.3563488060481362
BCAS3,0.12419999999999999,0.3563965037857519
TFPT,-0.08399999999999999,0.35663597522598556
TEX19,-0.24,0.357
MEGF6,0.197,0.357
XLOC_009929,-0.326,0.357
L3MBTL2,-0.11,0.357
DKFZP761C1711,0.609,0.357
LOC100131635,-0.535,0.357
TOB1,0.132,0.357
GPS1,-0.0919,0.357
PUF60,-0.101,0.357
NAP1L1,-0.0966,0.357
DDX11L2,-0.237,0.357
VPS41,-0.0908,0.357
PXDNL,-0.166,0.357
PRSS30P,0.434,0.357
C6orf228,-0.122,0.357
C16orf57,0.0664,0.357
GP2,-0.175,0.357
MAS1L,-0.358,0.357
HDGFRP2,-0.09475,0.3570653462021883
SPIN4,0.020500000000000018,0.357128846421736
PSMB11,0.443,0.35715512017750445
FAM90A7,-0.14255,0.35734118914124624
XLOC_000515,-0.1406,0.35763669631668926
ZNF268,-0.13605,0.3576868872454547
MTERFD3,-0.109,0.358
XLOC_013938,0.141,0.358
ZMYM4,0.0856,0.358
ANGPT4,0.36,0.358
KRTAP7-1,0.265,0.358
TGM1,-0.138,0.358
TMEM225,0.266,0.358
ZBTB4,0.0894,0.358
PGBD2,0.108,0.358
UNC50,0.0924,0.358
ESCO1,-0.137,0.358
DKFZp686L13185,-0.134,0.358
MAD1L1,-0.132,0.358
EEA1,0.0671,0.358
DYNLRB2,-0.1249,0.3581176043436846
BET1,-0.0647,0.35819190635670656
KLHL12,-0.03875000000000001,0.358290231450487
RSAD2,0.06745,0.35894527242277036
LOC731424,-0.263,0.359
IFI44,0.209,0.359
LOC100133306,0.714,0.359
LOC120824,0.667,0.359
TNFRSF9,0.184,0.359
DSN1,0.0687,0.359
LPAR6,-0.144,0.359
SNORA37,0.142,0.359
ZNF107,-0.131,0.359
HSD3B7,-0.0996,0.359
CAPN12,-0.186,0.359
LOC283710,0.262,0.359
ATP6V0C,-0.0733,0.359
ZNF180,0.136,0.359
NEUROG2,-0.176,0.359
RFX4,0.219,0.359
HIP1,0.09350000000000001,0.35903255088900676
CCDC23,0.07935,0.359119815175874
NUP50,-0.0904,0.3591547169215227
CCDC115,0.09535,0.35947745061347863
GOLGA6L9,0.044000000000000004,0.3595502439851914
PPARA,0.03205,0.35979563318287655
TIMM17B,0.0833,0.36
EPOR,-0.106,0.36
DYDC2,-0.108,0.36
GALNT4,-0.524,0.36
RBMXL1,0.0721,0.36
NOP58,-0.0926,0.36
SPDYE5,0.304,0.36
GPRC5B,0.146,0.36
FLJ37035,0.133,0.36
NPPC,-0.372,0.36
KLF16,-0.0941,0.36
ZSWIM5,0.553,0.36
MRPL12,-0.0703,0.3602529628638742
ZBED4,-0.06250000000000001,0.3602529628638742
TET1,-0.05800000000000001,0.3603835570269183
PIKFYVE,-0.0116,0.3606969276280798
COPE,-0.20700000000000002,0.360979533995069
C7orf69,0.184,0.361
SLC36A3,0.5,0.361
B3GNTL1,-0.076,0.361
RASGRP1,-0.165,0.361
PSMG3,-0.101,0.361
KIAA0922,0.104,0.361
EYA4,0.0659,0.361
HIST3H2BB,0.178,0.361
CYP2E1,-0.218,0.361
DSC1,-0.106,0.361
LOC100335030,-0.279,0.361
SLC16A14,1.5,0.361
ADRA1B,-0.14,0.361
ERV3-1,-0.123,0.361
STARD8,-0.138,0.361
VGLL1,0.341,0.361
ANKMY2,-0.142,0.361
DEFB108B,0.3818333333333333,0.36110644137705933
FOXO3,0.10653333333333333,0.3611806199829306
C1orf49,0.30665,0.36154703785604514
ZNF337,0.189,0.3615987366835268
C14orf1,0.136,0.3616356490492798
SLC6A9,0.1805,0.36165736102174434
TCF20,-0.0092,0.36166387444249665
NLE1,-0.10819999999999999,0.36197425600494715
HIST1H2AJ,-0.0721,0.362
VN1R3,0.177,0.362
SPNS3,0.305,0.362
ARL5B,-0.091,0.362
BOC,0.342,0.362
SIVA1,0.0994,0.362
ZNF519,0.276,0.362
RIN1,-0.125,0.362
LRRC24,-0.117,0.362
LOC643406,-0.446,0.362
PSRC1,0.108,0.362
FLJ36848,-0.373,0.362
TM4SF20,0.868,0.362
GLB1,0.152,0.362
C1orf151-NBL1,-0.124,0.362
PTP4A3,0.27899999999999997,0.3620588744333024
TLK2,0.11169999999999998,0.36213584190369613
FAM19A5,0.23149999999999998,0.36220855134513075
ERBB3,-0.07566666666666667,0.36254168211921534
ILDR1,0.04250000000000001,0.3625793103045851
KY,0.369,0.3628350066906298
CHRAC1,-0.0894,0.363
TRNAU1AP,0.0695,0.363
PDX1,0.433,0.363
CACNB4,-0.303,0.363
CCL2,0.0972,0.363
STRN4,0.11,0.363
THYN1,0.111,0.363
CCNYL1,-0.451,0.363
MRPL16,-0.105,0.363
XLOC_000294,0.28,0.363
XLOC_014107,0.4653333333333333,0.36305012733359604
PBRM1,0.006699999999999998,0.3636056938936168
GPX3,-0.0703,0.3636251632550166
TSPYL6,0.47240000000000004,0.3638219805597502
EIF4E2,-0.028299999999999992,0.36389347272642897
PSIMCT-1,0.29,0.364
ZNF492,-0.11,0.364
LAX1,-0.0939,0.364
C10orf131,0.304,0.364
INPP5E,0.119,0.364
NSL1,0.143,0.364
KRTAP9-9,0.936,0.364
KIAA1755,0.362,0.364
GORASP2,0.0925,0.364
ZNF580,0.114,0.364
COPS2,-0.0699,0.364
SFR1,-0.221,0.364
PSPN,-0.115,0.364
ZNF695,0.3615,0.3640014324760828
FCRL6,0.3515,0.36409221666647307
COX6B2,-0.231,0.36421539928449786
HTR2C,0.2385,0.36428238150152104
KCNK10,1.1780000000000002,0.3642867026485391
LCN8,0.3025,0.3642867026485391
FMNL2,-0.17115,0.36438175910385473
SULT1A4,0.076185,0.36440120040106033
ANK2,0.274,0.3645977340687753
ZNF81,-0.268671675,0.3646662343592788
TFF3,-0.1265,0.36497001219853353
EPS8L2,-0.0881,0.365
KIAA0284,0.0897,0.365
LOC728342,0.174,0.365
DNAJB8,-0.567,0.365
LOC391767,-0.292,0.365
IRS4,0.109,0.365
C15orf53,-0.0942,0.365
METRN,-0.0685,0.365
OR9G9,0.24,0.365
WARS2,-0.146,0.365
MAGEE2,0.198,0.365
TBRG4,-0.0967,0.365
KLHL23,-0.0968,0.365
SPI1,-0.242,0.365
PDE6D,0.105,0.365
FHL3,0.0671,0.365
BFAR,0.115,0.365
LOC100132686,-0.623,0.365
USP45,0.2440075,0.36517418804242185
MS4A2,-0.268,0.3654693915124259
ATP10A,0.5785,0.3659563868243055
IGHMBP2,-0.0698,0.366
HIST1H2BH,-0.0869,0.366
ADPRHL2,-0.0771,0.366
GPR1,-0.156,0.366
ZCCHC13,-0.16,0.366
TEX11,0.0777,0.366
LOC100507012,-0.162,0.366
LOC439951,-0.183,0.366
DAGLA,-0.0856,0.366
SLC17A9,-0.507,0.366
LOC202781,-0.442,0.366
SFRP4,0.446,0.366
PRSS42,-0.473,0.366
HCFC1R1,-0.105,0.366
CPSF2,-0.162,0.366
CABLES1,0.0876,0.366
EFCAB10,-0.272,0.3660123845842953
TRIM3,-0.144,0.3660769901467312
RAB17,0.1445,0.36622770631352036
TMED5,0.08795,0.36632242059726694
SLC35E2,0.1465,0.36634824887382905
CARKD,0.04035,0.36660646351158754
ZNF501,0.191,0.36666884680632666
FNDC3A,-0.3776,0.36677853782920355
TAF1D,-0.0867,0.367
TMEM30C,0.484,0.367
LINC00028,0.374,0.367
SCG5,-0.157,0.367
SLC35D3,-0.149,0.367
RASSF8,-0.223,0.367
KIF15,-0.341,0.367
CCDC77,0.0698,0.367
LINC00176,0.233,0.367
PXK,0.122,0.367
SLC16A2,0.0621,0.367
PABPC3,0.481,0.367
FLT4,0.1295,0.3670601908251174
RBM3,0.11175,0.36724286399214895
CBX5,-0.010500000000000002,0.36730302511622404
PLCH2,-0.24685,0.36735458644506475
ZNF503,-0.12925,0.3673631795199153
AHSP,1.2,0.368
DDI1,0.601,0.368
BECN1,0.0783,0.368
CKM,-0.0831,0.368
TP73-AS1,-0.186,0.368
CPNE4,-0.136,0.368
C1orf138,0.477,0.368
ZNF385A,0.0768,0.368
FLJ44838,-0.139,0.368
NAGPA,0.0745,0.368
HMP19,-0.172,0.368
NUP62CL,-0.192,0.368
SLC17A8,-0.0859,0.368
FAU,-0.0924,0.368
LTBR,-0.0616,0.368
SRRD,-0.0712,0.368
MGMT,0.0866,0.368
GPR144,-0.241,0.368
BRD2,-0.0725,0.368
LOC100130372,0.443,0.368
RLBP1,-0.256,0.368
FAM46C,-0.099,0.368
DCAF8,0.0774,0.3682303745917742
RAB12,0.06645,0.36823466416535067
CORO1B,-0.0948,0.368386921899863
LOH12CR2,-0.1825,0.36846196269555714
NKX3-1,-0.052500000000000005,0.3685348494599559
ARFIP1,-0.10585,0.36865059052564203
IMPAD1,0.136,0.3687105946229572
TRAF4,-0.0696,0.36887342920489635
APAF1,0.164,0.369
PLK5,-0.12,0.369
CALU,0.0895,0.369
AEBP2,0.109,0.369
LOC401980,-0.283,0.369
KCNA5,0.183,0.369
DLGAP4,0.156,0.369
KBTBD8,-0.262,0.369
CCDC3,-0.171,0.369
UCN,-0.158,0.369
LOC100653296,-0.107,0.369
ANKS3,-0.0924,0.369
XLOC_011548,-0.431,0.369
HRK,-0.272,0.369
LOC100128563,-0.293,0.369
DAXX,0.0847,0.369
USP44,-0.388,0.369
PBOV1,0.023999999999999994,0.36908332748925793
DDX3Y,0.15725,0.36914756572113266
SULT4A1,-0.1785,0.3692781598440974
NHS,-0.4265,0.3694215628227738
SLC2A9,-0.106,0.37
NDUFAF1,0.0652,0.37
WNT10B,-0.172,0.37
PEAR1,-0.344,0.37
SCN2A,0.241,0.37
FUT5,-0.199,0.37
TCTN1,0.112,0.37
EPHA2,-0.155,0.37
CNP,0.1349,0.37051616011208494
RPS6KA5,-0.07555,0.3706677745956042
MCTP2,0.0305,0.37085776633577744
LOC148145,-0.392,0.371
TMEM63C,0.271,0.371
POGLUT1,0.0977,0.371
SMARCAL1,-0.0779,0.371
AP3B2,0.444,0.371
HLTF,0.104,0.371
LOC100506485,0.115,0.371
XRCC4,-0.0709,0.371
ZNF80,0.846,0.371
MUCL1,0.154,0.371
DDX21,-0.0871,0.371
OR4D5,0.0797,0.371
NFRKB,-0.215,0.371
DNAJC17,-0.0793,0.371
LOC400084,-0.625,0.371
ADAM7,-0.713,0.371
SEMG2,0.22,0.371
WDR53,0.0596,0.371
LOC349196,-0.1798,0.37111382899968154
NDUFC2,-0.35,0.371727883578588
CCDC57,-0.2404,0.371747826927315
NR2C2,0.087565,0.3717747617830021
TMEM44,0.1499,0.3718003299947396
TPTE,0.13570000000000002,0.37191963228609615
NCOR1,0.26566666666666666,0.3719224226550164
TOX2,0.115,0.372
GCGR,0.118,0.372
XKRX,-0.497,0.372
ZBTB39,0.324,0.372
UBE2MP1,-0.125,0.372
ZNF131,0.0955,0.372
LOC100129213,-0.384,0.372
RAB2A,-0.0689,0.372
CREB5,-0.11,0.372
FNBP1L,0.102,0.372
ZMAT2,0.129,0.372
C2orf71,-0.272,0.372
IL9,-0.0944,0.372
AAA1,0.08455,0.37205381581624053
PA2G4,-0.0010000000000000009,0.37216241612488987
HERC3,0.177,0.3723603956873825
WDR52,0.14350000000000002,0.37244339774589846
LHFPL3,0.12050000000000001,0.3724753182127977
ITSN1,0.11051,0.37249039928306926
RECQL5,-0.053996666666666665,0.3728902655566001
BOLL,0.455,0.3729241326618551
SIGLEC12,-0.548,0.373
MGC3771,0.159,0.373
LOC646513,0.346,0.373
PSMD6,0.0721,0.373
LOC283501,0.223,0.373
DKFZp547G183,0.144,0.373
MGC42157,-0.351,0.373
SKA1,-0.302,0.373
SSR4,0.0878,0.373
MBOAT2,-0.389,0.373
SLC4A2,-0.0902,0.373
CXorf66,-1.54,0.373
FAM18B1,-0.0937,0.373
MED6,-0.0613,0.373
HIST1H2BN,-0.0638,0.373
SAMD1,-0.0821,0.373
SLCO1C1,0.404,0.373
CAMK2G,0.1221,0.37303043207343783
SLC20A2,-0.07245,0.3730516894416475
GNRH2,0.1605,0.37314521190879746
TRIM10,-0.14571499999999998,0.37321534311759486
RIMS1,0.9795,0.3733874447029477
PLCD4,-0.03149999999999999,0.37354887281160504
ZMYM6,0.14893333333333333,0.37359486729974145
TIGIT,0.422,0.3736168280896994
GRIK4,-0.3665,0.37395647611502775
AGRP,0.201,0.374
CNGA4,-0.572,0.374
SPNS2,-0.117,0.374
C9orf53,0.162,0.374
ADARB2-AS1,-0.552,0.374
ZFYVE20,0.0739,0.374
PCDHA10,-0.134,0.374
HEMK1,-0.783,0.374
CALR,0.0826,0.374
APLNR,-0.668,0.374
ZNF283,0.0731,0.374
DDN,0.306,0.374
XLOC_013825,-0.848,0.374
ZNF446,-0.12,0.374
TMEM63B,-0.103,0.374
DOK4,0.0905,0.374
LOC730159,-0.287,0.374
ATAD2,-0.0898,0.374
DCDC1,0.47600000000000003,0.3741134910244939
KIAA1539,-0.0875,0.37438497652942443
WWP2,-0.0050000000000000044,0.37456942387287473
TOMM20,0.05015,0.3747538081754668
VKORC1,-0.1835,0.37476587958687535
OPN3,-0.07405,0.3748639848035723
C14orf178,0.163,0.375
RN7SK,-0.0947,0.375
LOC100128175,-0.321,0.375
PCGEM1,0.37,0.375
RCN3,0.337,0.375
NUDT13,-0.163,0.375
RAD21-AS1,0.385,0.375
PITHD1,-0.119,0.375
TAX1BP1,0.0905,0.375
JMJD6,-0.14,0.375
REG1B,0.216,0.375
RASA1,0.162,0.375
RN5-8S1,-0.205,0.375
AP1M1,-0.155,0.375
E2F4,-0.104,0.375
LOC728073,0.126,0.375
TIRAP,0.060599999999999994,0.37504331083132064
CTNNBL1,-0.06520000000000001,0.37554996359106624
PADI2,0.318,0.3755668903110769
NT5C1A,0.482,0.376
ZNF620,-0.248,0.376
LOC728114,-0.11,0.376
PCDHA1,-0.129,0.376
LOC100271722,-0.0692,0.376
G3BP2,-0.0671,0.376
NAALADL1,-0.245,0.376
C8orf44,-0.119,0.376
C1orf9,-0.0625,0.376
PGRMC1,0.0937,0.376
KIF2B,-0.55,0.376
RAB21,-0.0941,0.376
DCUN1D5,-0.0872,0.376
LOC100131283,-0.224,0.376
HOXA6,0.402,0.376
ZFP90,0.0851,0.376
MRPL17,-0.16,0.376
RNF187,0.1,0.376
RAB43,0.074,0.376
TYRO3,-0.0875,0.376
CYCSP52,0.323,0.376
ARGLU1,-0.024499999999999994,0.3761780123006507
LEPROT,0.14450000000000002,0.37620971255050933
BPNT1,-0.00775,0.37621182583429397
RBM43,0.2257,0.3763364949325919
LAIR1,-0.5175000000000001,0.37660052927550053
HM13,0.043817499999999995,0.3767299380003458
MRPL52,-0.08365,0.3767335536439256
LRRC9,-0.3561,0.37692775257368416
LRRCC1,0.728,0.377
AGPAT3,0.165,0.377
SLC22A31,0.34,0.377
PAPOLA,0.188,0.377
FRS2,0.0843,0.377
LOC100652758,0.133,0.377
JTB,0.061,0.377
WFDC11,-0.429,0.377
FBXO33,0.0955,0.377
KRTAP9-3,0.104,0.377
FLJ35946,0.108,0.377
RBM19,-0.121,0.377
CLEC14A,-0.188,0.377
C9orf66,0.144,0.377
KRTAP19-5,-0.145,0.377
SPDEF,-0.15,0.377
KIAA0564,-0.10339999999999999,0.37706491622936095
CCDC149,0.2990666666666667,0.3771658475394277
IPP,0.11435000000000001,0.37727376007892144
ANKRD36B,-0.09265,0.37741716158305116
RP1L1,0.1225,0.3774930646064839
FBXO17,0.2465,0.3775710649272792
UHRF1,-0.22845000000000001,0.3776026834684863
KRTAP4-7,0.1165,0.37762955262870707
PRAME,0.06066666666666667,0.37776831701790875
MIA3,0.12455,0.3778556636013118
SLC16A8,-0.999,0.378
CPN2,-0.144,0.378
ATP5C1,-0.0827,0.378
POLR2J2,-0.155,0.378
CNR1,-0.423,0.378
TRAP1,-0.0963,0.378
ACCN5,0.516,0.378
ZNF593,-0.0839,0.378
NPAS2,-0.0806,0.378
LRRC66,0.938,0.378
CDH19,-0.135,0.378
FLJ43903,0.237,0.378
SLC7A6OS,-0.0691,0.378
LOC100133461,0.0942,0.378
MYOM3,0.769,0.378
THG1L,-0.0718,0.378
LBP,-0.0735,0.378
RHD,0.147,0.378
NUDT16P1,0.625,0.378
FAM63B,0.116,0.378
CAMLG,-0.389,0.378
IFIT5,0.0827,0.378
LITAF,0.0774,0.378
SBDS,0.0698,0.37821782244531094
TSSC4,-0.0791,0.37828519234122426
PLA2G4F,-0.12050000000000001,0.3784956690995123
ZCCHC11,0.07523333333333332,0.37870323929005034
SMARCA2,0.16999999999999998,0.37873971939107287
ITGAV,0.0838,0.379
GEMIN5,0.209,0.379
RBP7,-0.197,0.379
FBXO47,-0.216,0.379
LOC100129662,-0.312,0.379
PRPSAP1,0.0745,0.379
NDUFS8,0.0591,0.379
DLX3,0.266,0.379
MYL4,0.616,0.379
HNF4A,-0.142,0.379
CNTN3,0.181,0.379
RTP2,-0.41,0.379
LOC100129721,0.293,0.379
LOC100652953,-0.194,0.379
C2orf54,0.29,0.379
C19orf68,-0.114,0.379
RAB26,0.199,0.379
LOC100131756,-0.181,0.379
OAZ1,0.0634,0.379
SLC7A6,0.126,0.379
