GENE_SYMBOL,logFC,P.Value
ZNF564,0.365,0.0432
INHBA,-0.412,0.0433
SORL1,-0.546,0.0433
CCDC147,0.13033333333333333,0.04337373027405519
DHX58,-0.229,0.0435
FLJ90757,-0.234,0.0435
CDKN2B,0.544,0.0435
LOC285389,-0.778,0.0435
C9orf102,0.229975,0.04356957078332469
DICER1-AS,-0.672,0.0436
ALDH16A1,-0.236,0.0436
VWA3B,-0.76975,0.043627428504019884
GRHPR,0.186,0.0437
ARSH,0.369,0.0437
AGPS,-0.1432,0.04378397790274117
CCRL1,0.535,0.0438
MTHFD1L,-0.11780000000000002,0.044062292716494325
PKMYT1,-0.276,0.0441
CEP192,-0.16,0.0441
RNF125,-0.28,0.0441
BNIP2,-0.1404,0.04419932762565474
LRRK2,-0.558,0.0442316170196652
KIAA1456,-1.24,0.0443
RNF34,0.174,0.0443
FAM89B,0.202,0.0443
SPAG7,-0.322,0.0443
FKBP15,0.365,0.0443
EPS15,-0.2335,0.04434311758589264
RRAS2,0.201,0.0443568058740369
TSN,-0.175,0.04436658258547552
SLC6A9,0.358,0.04436658258547552
CRBN,-0.285,0.0444
HS3ST3B1,-0.086,0.04448972371125765
SIK2,-0.268,0.0445
MLLT6,-0.055999999999999994,0.044523914660138206
WDR26,-0.147,0.04456200551844349
SUZ12P,-0.2275,0.044565423535931785
FAM57A,0.265,0.0446
COL1A1,-0.339,0.0446
SLC38A7,0.31,0.0447
ETV7,0.57,0.0448
MMRN1,-0.655,0.0448
VPS16,0.172,0.0448
YAF2,-0.35150000000000003,0.04483329277551115
SNRPN,0.185,0.0449
MOGAT2,-0.527,0.0449
SNAPC4,-0.246,0.0449
SLC25A42,-0.357,0.0449
LOC100130429,-0.462,0.0449
MAP3K10,0.234,0.0449
S100A11,0.387,0.044993142551689506
LOC100653210,-0.402,0.045
GJB6,-0.652,0.045
C8orf50,-0.782,0.0451
SPRR2G,0.709,0.0451
HIST2H2AA4,-0.263,0.0451
SLC25A11,-0.186,0.0451
GDF11,0.447,0.0451
BDNF-AS1,-0.554,0.0452
DKFZp761E198,0.216,0.0452
LHFPL1,0.176,0.04525600432098361
IL6ST,0.21454285714285715,0.04525721526660767
NTHL1,0.23,0.0453
LINC00341,0.166,0.0453
RPS17,-0.4828,0.04539798681500406
COPG2,-0.166,0.0454
SLC35B2,-0.167,0.0454
C17orf108,-0.199,0.0454
PALM3,-0.445,0.04544367006837604
ADH4,-0.611,0.0455
TTC7A,0.15155000000000002,0.045516059548511706
CMTM3,0.27949999999999997,0.0456583260532354
PFN4,-0.39,0.0457
GOLIM4,-0.514,0.0458
LOC100129973,1.02,0.0458
TRAP1,-0.206,0.0458
LIM2,-0.36,0.0458
TTC24,-0.69,0.0458
CAP1,0.2445,0.045853823475013065
FBXL20,0.07800000000000001,0.045860126388876606
TRAPPC8,-0.472,0.0459
TMEM158,0.374,0.0459
ZNF711,-0.167,0.04596094372461158
DTL,-0.488,0.046
PFKM,-0.284,0.046
LYPD1,-0.38266666666666665,0.046047851307895335
TLN1,0.2425,0.04608882496490882
RICTOR,0.21,0.0461
KCNMB1,0.403,0.0461
SNORA74B,0.588,0.0461
WBP2,0.183,0.0461
SLC15A1,-0.5805,0.04611787655125291
PNMA6A,-0.204,0.0462
DIXDC1,-0.239,0.0464
BTNL3,-0.834,0.0464
LOC643988,0.491,0.0464
BMP8A,0.69,0.0465
LOC728061,-0.289,0.0465
FAM105B,-0.307,0.0465
PARP9,0.194,0.0465
MSH6,-0.183,0.0466
LIF,-0.03,0.04660236676690626
ZNF136,0.258,0.0467
CTNNBIP1,-0.2298,0.04675875882579883
GUSBP1,-0.24348,0.046788842324776224
CCDC125,-0.27399999999999997,0.046881520060192694
RAMP1,0.3295,0.046882042481894
ENDOD1,0.416,0.0469
RNF144A,-0.338,0.0469
SERPINE1,0.401,0.0469
AKAP7,-0.35,0.0469
TAPBPL,0.198,0.047
ZNF233,0.32449999999999996,0.047092825746829686
A1CF,-0.236,0.0471
SNX14,-0.208,0.0471
CES4A,-0.567,0.0471
HEPACAM2,-0.574,0.0471
EFHB,-0.3447666666666666,0.0471301325287843
C12orf39,-0.5175000000000001,0.04716890786027252
LOC388948,-0.273,0.0472
HIST2H2AB,-0.227,0.0473
CFHR3,-0.376,0.0473
OPALIN,-0.365,0.0474
KCNN2,-0.273,0.0475
TP53INP2,0.445,0.0475
ATPAF2,0.17,0.0475
MAP4K2,-0.257,0.0476
HSPD1,-0.156,0.0476
SNAR-C3,1.11,0.0477
ST3GAL6,-0.172,0.0477
C1GALT1,0.21150000000000002,0.04779661622214136
DNAH12,0.31232,0.0477999018622388
UCA1,-0.232,0.0478
FOXA1,0.39149999999999996,0.04799468597693503
OPTC,0.794,0.048
SORBS2,-0.36663333333333337,0.04808476704923704
RAB40B,-0.202,0.0481
INSC,-0.397,0.0482
SBSN,-0.477,0.0482
PPP1R13L,0.182,0.0482
LOC145783,-0.369,0.0482
NT5C3L,0.165,0.0482
P4HTM,0.308,0.0482
C10orf46,0.275,0.048260054461369134
B3GNT3,-0.178,0.0483
C15orf52,-0.198,0.0483
MDK,0.288,0.0483
LGALS9,0.39149999999999996,0.0483337556786197
KIAA2013,0.1515,0.048373944375421425
THSD4,-0.373,0.04838446859200736
ATPAF1-AS1,-1.06,0.0484
XRCC4,-0.196,0.0485
ITCH,-0.37,0.0485
COL28A1,-0.381,0.04853557085060348
RGP1,-0.17529999999999998,0.048547998014316106
KRTAP4-8,1.7035,0.048566637251034245
KIF3C,0.5005,0.04859387595699247
ZNF140,-1.01,0.0486
HMOX1,0.248,0.0487
OR2B6,0.861,0.0487
SSBP2,-0.254,0.0487
C1orf88,0.438,0.0488
RNASE7,-0.358,0.0488
CCNI,0.312,0.0489
UCN,-0.432,0.0489
REEP1,1.06,0.049
TAS2R40,1.11,0.049
LSS,0.264,0.04904109021520562
ANGPT2,-0.498,0.0491
LOC100128107,0.476,0.0491
CD55,0.242,0.0491
PFN1P2,-0.026499999999999996,0.04918309460041977
SERPINA10,-0.79,0.0492
DSN1,0.156,0.0492
ZC3H7B,-0.577,0.0492
DGCR5,-0.331,0.0493
CST3,0.179,0.049319300505225615
UAP1,-0.272,0.0494
OCEL1,0.206,0.0495
SATL1,-0.45330000000000004,0.049509149891308175
DUSP13,0.843,0.0496
ZBED5,-0.148,0.0497
GTF2H3,-0.222,0.0497
FLJ44342,-0.264,0.0497
DGKA,-0.134,0.04976864403053693
EIF2B2,0.178,0.0498
PPY,-0.304,0.0499
FAM117B,-0.383,0.049968020439622195
ZNF818P,0.42,0.05
ACTN4,0.273,0.0501
B2M,0.144,0.0501
TLR2,0.299,0.0501
ANKMY1,-0.2555,0.05010841145168194
ND3,0.307,0.0502
ZFP82,0.1875,0.05020416118111431
H2AFB2,-0.318,0.05023638326410695
MYH11,0.49650000000000005,0.05029323288169311
SMAD5-AS1,-0.465,0.0503
TLE2,0.261,0.0504
TMEM119,0.618,0.0504
CCDC151,-0.386,0.0504
MCF2L,-0.16810000000000003,0.050449375609073095
FABP7,0.275,0.0505
VEGFC,-0.392,0.0505
LOC100130589,0.214,0.0505
HSD17B14,0.38,0.0505
ZDHHC16,0.378,0.0505
FOPNL,0.16,0.0505
BARX1,2.28,0.0505
DNAH5,-0.11750000000000001,0.050583383889420394
DHCR24,0.428,0.0506
ITIH3,-0.222,0.0507
NUP88,-0.209,0.0507
PBLD,-0.15560000000000002,0.05072097361095045
FGF21,0.337,0.0508
OGDHL,-0.228,0.0508
ODZ1,-0.34,0.0508
MTMR4,-0.269,0.0508
TET1,-0.6155,0.05086696938317918
TMPRSS11A,0.37649999999999995,0.05099303454040263
ANXA5,0.21,0.051
MICU1,-0.1255,0.05107420268877772
FAM100A,0.28,0.0511
XLOC_003863,-0.375,0.0511
C12orf49,0.52,0.0512
ICAM2,-0.233,0.0512
MAGEB5,-0.509,0.05124398237592771
LRRC9,-0.40800000000000003,0.05128876122555935
KRTCAP3,-0.445,0.0513
CX3CR1,-0.436,0.0513
DAB2,-0.293,0.0514
CYTH3,0.441,0.0514
UBA6,-0.22,0.0514
C9orf72,0.283,0.0515
CAPS2,-0.5720000000000001,0.05156428351588097
NEDD4L,-0.1918,0.051577854187821785
XPO1,-0.32,0.0516
LOC100129550,-0.185,0.0516
ACTB,-0.046700000000000005,0.05160193228497865
C6orf105,-0.5765,0.051654158232408015
SOAT1,0.385,0.0517
ACCN4,0.302,0.0517
TPST2,0.197,0.0517
SPHAR,-0.215,0.0517
AKR7A2P1,-0.182,0.0518
OR10V1,-0.555,0.0519
MFSD2B,-0.288,0.0519
WARS2,-0.316,0.0519
XLOC_003204,-0.4538333333333333,0.0519117482947583
MUC12,0.3733333333333333,0.05198566505731042
COX8C,-0.362,0.052
LOC100506253,-0.442,0.052
SEC31A,0.231,0.052
C8orf68,1.06,0.0521
NEU4,-0.384,0.0521
GSTM5,-0.378,0.0521
GCC2,-0.146,0.05217188145211659
NHSL2,-0.533995,0.05217360747591187
NXF2,-0.578,0.0522
RTP3,0.3,0.0523
PSME1,0.194,0.0523
SLAIN2,-0.343,0.0523
CASR,0.501,0.0523
ADRA2A,-0.493,0.0523
EBLN2,-0.196,0.0524
ARX,0.438,0.0524
HNF4G,-0.13543333333333332,0.05249030860362138
TSPAN33,0.163,0.0525
PINK1,0.145,0.0525
HMGB3P1,-0.337,0.0525
PTPLAD1,-0.158,0.05268928929523703
ACHE,0.286,0.0527
MAG,0.27,0.0527
APBB2,-0.25035,0.05275386796417419
NT5M,-0.282,0.0528
GIPC2,-0.427,0.0528
LOC152024,-0.759,0.0528
ANXA7,-0.197,0.05283105468325838
LOC100505683,-0.707,0.0529
LOC285033,0.228,0.0529
COPB1,-0.217,0.0531
CNNM4,0.25,0.0531
BNIP3L,0.20266666666666666,0.053106750934543916
MAPK7,0.261,0.0532
FUT8,0.23,0.0532
WIPI1,-0.246,0.0532
FOXD2,0.459,0.0532
PBXIP1,0.472,0.053202101805413654
LY9,0.4308,0.053257160398524225
RORA,-0.314,0.0533
CAPN3,0.526,0.0533
C8orf34,0.392,0.0533
YBX2,-0.364,0.0534
COLQ,-0.776,0.0534
CEACAM4,1.18,0.0534
GLA,0.177,0.0534
SDC2,-0.556,0.0535
SLC37A2,0.836,0.053511839040702565
MPPED1,0.3405,0.05357056617703242
MYPN,-0.5199,0.05357615836242644
XLOC_010669,-0.489,0.0536
NR1I2,-0.359,0.0536
LOC729870,0.477,0.0537
HDHD2,-0.205,0.0537
POP7,-0.188,0.0537
WDR78,-0.18205,0.0537624776088566
FAHD1,-0.199,0.053792273049574874
DNAL1,-0.179,0.0538
O3FAR1,0.547,0.0538
C2orf3,-0.205,0.0538
DNAJC2,-0.202,0.0538
MARVELD2,-0.2265,0.05380577269079344
MMACHC,-0.3285,0.053887682597861836
KCTD20,0.171,0.0539
EI24,0.207,0.0539
PTGR2,-0.23,0.0539
PDHA1,-0.2215,0.05399234965082498
LOC100653515,0.387,0.054
FAT1,-0.381,0.054
NDUFAF4,-0.236,0.054
FAM87A,-1.53,0.054
RGR,-0.19995,0.054031411761489644
LOC728537,-0.478,0.0541
REST,-0.173,0.0541
TRIM40,-0.97,0.0542
EPHX3,0.299,0.0542
NANOG,-1.02,0.0543
SLC50A1,0.157,0.0543
RARRES3,0.254,0.0544
LOC100127983,-1.35,0.0544
ABHD11-AS1,0.33,0.0544
XLOC_010376,0.5905,0.054417451133477006
PROSC,0.236,0.0545
LOC644794,-0.098,0.054558030748282034
LAMTOR1,0.231,0.0546
FBXW9,-0.202,0.0546
XLOC_014200,1.1,0.0547
CDKL3,-0.246,0.0547
MND1,-0.726,0.0547
AQP1,-0.4655,0.05470824854559818
ATP5C1,-0.211,0.0548
MYCL1,0.323,0.054812966062494375
SLC7A2,-0.302,0.0549
ITGB3,0.319,0.0549
GRTP1,-0.265,0.0549
COMMD4,0.1375,0.05494355769471761
OR5D16,-0.704,0.055
SF3B14,-0.209,0.055
CTDSPL2,-0.202,0.055
HDC,0.261,0.055
IPO9,-0.473,0.055
DICER1,-0.202,0.055
FUT6,-0.23845000000000002,0.055012988117157165
RNFT2,0.2935,0.0550625010837791
HSPA5,-0.322,0.0551
LOC728323,0.295,0.0551
LRRN4,1.04,0.0551
GFRA1,-0.192,0.055119403404512844
CCDC69,0.3385,0.05513790489611385
ZNF226,-0.022500000000000006,0.055147155029752704
HEY2,-0.537,0.0553
ARHGEF4,-0.36966666666666664,0.05531062338994842
TTC8,-0.166,0.0554
TMEM177,-0.5801999999999999,0.055470191475792054
MAP7D1,0.25,0.05559068316623176
ACLY,0.317,0.0556
RET,0.36250000000000004,0.05561837267154822
KIRREL3-AS3,-0.948,0.0558
CRYBB2P1,-0.279,0.0558
C20orf20,-0.139,0.0559
C19orf67,-0.325,0.0561
C1QTNF5,0.47,0.0561
B3GNTL1,-0.217,0.0561
UQCRFS1,-0.262,0.0562
C19orf34,0.368,0.0563
MTCP1NB,0.367,0.0563
SIGLEC9,0.68,0.0563
GNAI3,-0.215,0.056313114518997995
SOCS3,0.393,0.0564
PTPRR,0.7150000000000001,0.056484147435200686
GJC3,0.453,0.0565
KIFC1,-0.539,0.0565
IFI30,-0.214,0.0565
MYCBP2,-0.27649999999999997,0.05656455902065053
AQP7P3,-0.206,0.0566
YARS,0.224,0.0566
DGKZ,0.163,0.05662381445176629
USP27X,-0.4195,0.0566605537473334
MORN4,-0.0010000000000000009,0.05675283336704479
ACSM1,-0.689,0.0568
GPR137B,0.265,0.05683314391093336
FLJ38109,-0.853,0.0569
DRG2,0.199,0.0569
LOC730755,-0.469,0.057
MAL2,-0.151,0.0571
ZMAT4,0.37850000000000006,0.057196230714047565
RNF26,0.216,0.0572
PDP1,0.281,0.0572
NCF1,0.78175,0.05720940700071967
IGFBP3,-0.426,0.0573
ASXL3,-1.18,0.0573
ELANE,-0.589,0.0574
LRRC49,0.3635,0.057443438711981515
GOLGA6L6,-0.16966666666666672,0.057457268188972975
GTF3C6,-0.161,0.0575
NECAB2,0.42,0.0576
KAL1,0.452,0.0576
CPB2,-0.574,0.0576
VWDE,0.2562,0.05771229892972882
CDO1,0.363,0.0578
HILPDA,-0.205,0.0578
ZFPM1,0.224,0.0578
FN1,0.389,0.0578
SLC27A4,0.189,0.0579
LZTR1,0.144,0.0579
CGB,-0.257,0.0579
ABCA3,0.162,0.058
C15orf42,-0.619,0.058
RNF144B,-0.269,0.058
LOC100507410,-0.185,0.058
FLI1,0.254,0.058
LOC644192,-0.443,0.058
LINC00371,0.4925,0.058180634634862026
PI4KA,0.20750000000000002,0.058188842042926896
NUDT10,-0.033,0.05823488898132329
LOC100127888,-0.428,0.0583
SALL1,-0.375,0.0583
RND1,-0.345,0.0583
PPARGC1B,-0.247,0.058339712027180045
ARPC4-TTLL3,0.0315,0.058369326795267525
PID1,-0.295,0.0584
SEMA3G,0.306,0.0584
LOC286052,-0.359,0.0584
ZFP36,-0.244,0.0584
LARS2,0.179,0.0584
BSCL2,-0.18,0.0584
CIZ1,0.2415,0.0584403858356433
COX7A2,-0.227,0.0585
ZNF358,0.238,0.0585
PRPF40A,-0.14800000000000002,0.05854920707884575
MAGEB2,0.441,0.0587
ITIH1,-0.237,0.0587
ACYP1,-0.221,0.0587
SNCG,-0.475,0.0587
GPR171,-1.12,0.0587
NUPL1,0.05200000000000001,0.05875470930026021
LOC100506533,-0.226,0.0588
LOC645202,-0.56,0.0589
LOC727944,0.535,0.0589
LOC391767,-0.299,0.0589
SHD,-0.215,0.0589
TTPA,-0.58,0.0591
TSPAN3,0.349,0.0592
LOC648149,1.13,0.0593
SLC35C2,0.157,0.0593
ANGPTL1,0.3715,0.05938065460826854
COPA,-0.211,0.0594
DHX32,0.224,0.0594
POLR3K,-0.187,0.0595
GPIHBP1,-0.661,0.0595
TEAD1,-0.23,0.0596
LOC643201,-0.322,0.0596
OR7G3,-0.532,0.0597
BICC1,-0.4195,0.05975899060994052
VCL,0.338,0.0598
CREM,-0.1565,0.05984046341060684
CFL1,0.3005,0.05989204737419583
SLC22A9,-0.529,0.0599
LOC100506342,-0.222,0.06
TPRG1,0.96,0.06
AKD1,0.3167733333333333,0.06005822667078111
ARL4A,-0.374,0.06008470250953744
SH3GL1P1,0.198,0.0601
GPCPD1,0.352,0.0601
DHRS1,-0.178,0.0601
PRG4,-0.792,0.0603
ELMO1,0.472,0.0603
GDF7,-0.412,0.0603
F12,-0.286,0.0603
C10orf116,-0.254,0.0603
FAM69B,0.253,0.0603
PROC,-0.165,0.06032325501055669
LOC644727,-0.255,0.0604
LINC00302,0.024999999999999994,0.060500197226992694
SCUBE1,0.2857,0.06051824467505024
SLTM,-0.4045,0.060561552606043366
KIF12,-0.53,0.0606
LOC340074,0.863,0.0606
KDR,-0.502,0.0606
BTBD9,-0.15186666666666662,0.0607222279647728
LIMCH1,-0.2151,0.06074461642173137
BAIAP2L2,-0.5085,0.0607869793296487
GHRH,0.5755,0.06081041069080635
RFPL2,-0.844,0.0609
HOPX,-0.5379999999999999,0.060940140086349556
TRIP13,-0.2305,0.06095094748560685
GJB1,-0.441,0.061
GPR39,-0.322,0.061
BCO2,-0.302,0.061
OAS1,-0.41,0.0611
CORO6,0.487,0.0611
LOC100130800,0.512,0.0611
GCNT4,0.224,0.0611
ATP2B2,0.04966666666666664,0.061217328177486416
PTK2,0.245,0.06122366227228558
GLYATL2,-0.361,0.0613
LOC100506871,0.364,0.0613
C4orf32,0.221,0.0615
ATP5L,-0.281,0.0615
TNFAIP1,0.184,0.0616
LIME1,-0.409,0.0616
HOOK3,-0.173,0.0616
ZNF780B,0.14300000000000002,0.06160607675988143
FOXP3,-0.21650000000000003,0.06162987200962419
CHST11,0.579,0.0617
RWDD2A,-0.345,0.0617
C14orf180,-0.985,0.0617
DHRS7C,0.623,0.0618
GSTA7P,0.319,0.0618
MID1,-0.531,0.0619
XLOC_011036,-0.16999999999999998,0.06192418757944935
ZFP41,0.232,0.062
WDFY1,0.274,0.062
ZNF552,-0.506,0.0621
NUDT7,-0.413,0.0621
KRT8P41,1.11,0.0622
TMEM232,-0.89,0.0623
FXC1,-0.184,0.0623
PSG3,-0.655,0.0623
TIMM17A,-0.178,0.0623
FAM180A,-0.502,0.0623
UCKL1,-0.243,0.0624
NR2C2,0.16885,0.06248573828040273
LOC644450,-0.23,0.0626
KLK14,0.284,0.0626
ANGPTL4,-0.21,0.0626
LCE2A,-0.464,0.0626
CCNA2,-0.376,0.0626
FLRT3,-0.194,0.0626
SRL,-0.635,0.0627
USP13,-0.175,0.0627
ENTPD6,0.187,0.0627
CEP78,0.217,0.0628
OR2M7,0.709,0.0628
BK250D10.8,0.831,0.06283165300350542
MPI,-0.196,0.0629
LOC285181,-1.06,0.0629
FAM47C,0.321,0.0629
SMARCAL1,-0.18,0.0629
RNU105B,0.941,0.0629
AKR1B1,0.223,0.0629
DGCR14,0.269,0.063
C6orf141,0.47,0.0631
FBXO27,0.485,0.0631
MED25,0.1955,0.06310658204337594
UBQLN1,-0.3453,0.06316902006259853
SEC62,-0.215,0.0632
PIR,0.224,0.0633
DGKG,0.415,0.0633
TBX19,-0.278,0.0633
MANBA,0.279,0.0633
C1QL4,0.516,0.0634
DPYS,-0.499,0.0634
NME3,-0.17,0.0634
RAB4A,-0.236,0.0635
SLC22A7,-0.34,0.06355575849540124
CNR1,-0.959,0.0636
SERTAD1,0.239,0.0636
XLOC_013923,-0.532,0.0637
GMPPB,-0.286,0.0637
CD163L1,-0.542,0.0637
ABCC9,-0.6839999999999999,0.0637435473149876
RRAGD,0.273,0.0638
HSPC072,-0.505,0.0638
STAC3,-0.614,0.0638
EIF4EBP2,-0.2325,0.0638013662591221
ERLIN2,-0.19466666666666665,0.06381666308032276
AK5,0.04433333333333333,0.0638830177960568
LOC389607,0.77,0.0639
FAM13A-AS1,-0.779,0.0639
C20orf79,-0.474,0.0639
KRTAP20-4,-0.728,0.064
C1orf212,-0.19,0.064
LOC100131733,0.261,0.0641
LOC644656,-0.31,0.0641
PMVK,-0.168,0.0642
FKBP1B,0.311,0.0642
OIP5-AS1,-0.204,0.0642
SRCRB4D,-0.151,0.0643
PAH,-0.3,0.0644
XLOC_008079,0.045999999999999985,0.06440050024145094
LOC440335,-0.353,0.0645
RSPH9,0.39440000000000003,0.06456455989931167
FABP4,1.21,0.0646
TMEM139,-0.195,0.0646
RGS9,-0.485,0.0646
CPNE2,0.41800000000000004,0.06462084569594705
TMEM45A,-0.268,0.0647
SYP,0.855,0.0647
ZDHHC4,0.137,0.0648
SH3GL1,0.3,0.0648
RAB7B,-0.249,0.0648
MTSS1,-0.024500000000000008,0.06486179068787169
LOC142937,-0.491,0.065
LOC100128386,0.749,0.065
EFNA1,0.193,0.065
PRSS12,-0.362,0.0651
FAM83H,0.209,0.0651
NTNG2,0.457,0.06512636736438816
AKTIP,-0.227,0.06513255789489555
TMTC1,-0.6436666666666667,0.06515810898717153
EIF2S1,-0.223,0.0652
CNTNAP5,-0.24425,0.06524395956312205
UBE2Q2P3,-0.179,0.0653
CRNDE,-0.174,0.0653
ANKRD5,-0.1825,0.0653482402738052
N6AMT2,-0.286,0.0654
CDC42EP4,0.156,0.0654
STMN1,0.1325,0.06549751106091047
RNF187,0.245,0.0655
LOC100133130,-0.5984,0.06557166966894902
SSTR4,-0.198,0.0656
STRN4,0.285,0.0656
ASB1,-0.18975,0.06560874023293789
NNT,0.05499999999999999,0.06564227525082457
KAZN,1.09,0.0657
PIWIL2,0.418,0.0657
C12orf52,0.211,0.06571021318834573
ZDHHC9,0.255,0.0658
RHOU,-0.34,0.0658
LCAT,-0.262,0.0659
CRYL1,-0.185,0.0659
COL16A1,-0.037000000000000005,0.06590729914915265
ZMYND12,-0.376,0.066
RNF222,0.254,0.0660315508890674
LOC283553,0.674,0.0661
TLK1,0.298,0.0661
LARP1B,-0.1467,0.06614059502870855
LOC151760,1.18,0.0662
MYO7A,0.22099999999999997,0.06623233093078666
LINC00493,-0.223,0.0663
OR6X1,0.407,0.0663
CRYBA4,-0.567,0.0663
GMIP,0.223,0.0664
OR8K3,-0.311,0.0664
FHL2,0.19183333333333333,0.06640698861323757
LOC285627,-1.4,0.0665
TKT,0.16,0.0665
SCARB1,0.151,0.0665
TNRC6B,-0.173,0.0666
HCG18,-0.316,0.0666
NAT8L,0.607,0.06663470106562593
KIF16B,0.0907,0.06663601919459794
NAPG,-0.1955,0.06678228626773552
TMUB1,-0.151,0.0668
SAP30,0.152,0.0668
FYCO1,0.215,0.0668
ALG1L2,0.1565,0.06682970500168177
KLHL31,-0.206,0.0669
NPDC1,0.234,0.0669
PRR14L,-0.52,0.06699296423811837
SHOX2,-1.25,0.067
C19orf21,0.417,0.067
DENND1A,-0.17550000000000002,0.06702937516206547
TMEM44,0.3095,0.06706753488672793
KRT35,-1.05,0.0671
FBLN5,0.321,0.0672
LOC100216545,-0.293,0.0672
DMWD,0.386,0.0672
PADI1,-0.747,0.0672
BMPR1A,0.19510000000000002,0.06723840957449943
NAPRT1,-0.22,0.0673
HPS6,-0.168,0.0673
C2orf53,-0.931,0.0673
NUDT16P1,1.25,0.0673
ZNF672,0.2,0.06731914920083651
FAM199X,-0.162,0.0674
MED14,-0.1619665,0.06742821698785288
XLOC_003677,0.26155,0.06744529541145751
ESAM,0.241,0.0675
PTCHD2,0.821,0.0675
LRRN4CL,0.845,0.0676
MLX,-0.192,0.0676
HIST1H3H,-0.05000000000000001,0.06762563960858983
PHF8,0.06600000000000002,0.06763832865073514
LOC728218,-0.606,0.0677
LOC100132735,0.232,0.0677
AATK,-1.6800000000000002,0.0677393795817567
EXT1,-0.248,0.0678
BDH1,-0.685,0.0678
ID4,-0.634,0.0678
EIF3H,-0.159,0.0678
SMAD1,-0.182,0.0679
C8orf31,-0.202,0.0679
XLOC_005810,-0.6030000000000001,0.06793724109922299
PCSK6,-0.19355,0.0679597075160879
C7orf70,0.202,0.0681
SNPH,0.458,0.0681
TEX14,0.417,0.0681
SLC35E3,0.16999999999999998,0.06813268148294395
HMGN2,0.15739999999999998,0.06815246738787412
CASD1,0.08250000000000002,0.06815276640387176
PLEKHH1,0.331,0.0682
GTF2H2D,-0.14,0.0682
ARHGAP22,0.276,0.0683
EIF2AK1,0.168,0.0683
LOC100132495,-0.952,0.0684
TUBD1,0.157,0.0684
C11orf75,-0.15,0.0685
MLF1,-0.43133333333333335,0.06855681207747039
GLYATL1,-0.573,0.0686
FLJ43663,-0.213,0.0686
MIR31HG,0.19,0.0686
GLT25D1,0.187,0.06865957797275966
ACTRT2,-0.679,0.0687
LOC100144602,0.196,0.0687
HACL1,-0.248,0.0688
STX3,0.342,0.0689
ZC3H12B,-0.501,0.0689
C17orf13,0.204,0.0689
RSPH6A,-0.737,0.069
ADAM17,0.334,0.069
C12orf34,0.425,0.069
RAB37,-0.1795,0.06900440805013758
PSME2,0.227,0.0691
NPR1,-0.505,0.0691
SLC37A4,-0.388,0.0691
SNRNP70,-0.164,0.0692
MBD3,0.174,0.0692
NEURL1B,0.20049999999999998,0.0692787918111518
STAT5A,0.246,0.0693
PYCRL,-0.192,0.0693934982043591
LOC283867,0.192,0.0694
RBKS,-0.174,0.0694
LOC339298,0.2,0.0695
TACC2,-0.158,0.0696
FLVCR1,-0.211,0.0696
DNTTIP2,0.175,0.0696
LOC100652869,0.581,0.0697
TRRAP,0.131,0.0698
GNG11,-0.426,0.0698
KIAA1549,-0.25,0.0698
ARHGAP28,0.5065,0.06981059437866373
MPZL3,-0.2025,0.06988170350017588
OTX1,-0.011999999999999983,0.06994282358339489
LOC201651,-0.244,0.07
CERS4,0.164,0.07
KDM1A,0.277,0.0701
ABCB11,-0.338,0.0702
PRLR,-0.4630000000000001,0.07023667687961485
ITGB3BP,-0.218,0.0704
GAP43,1.86,0.0704
KRT16,0.797,0.0705
LOC100130015,-0.2268,0.070527683059282
CCDC74B,-0.4255,0.07058302368141582
ARL8A,0.224,0.0706
RORB,-0.58,0.0706
GARNL3,-0.157,0.07061331052487377
RGS5,-0.5005,0.07080339889799658
UBE2QL1,0.665,0.0709
IRF2BPL,0.409,0.0709
SPG20,-0.367,0.071
DKFZP586I1420,-0.186,0.0711
MCM6,-0.173,0.0711
C10orf11,0.143,0.0713
RMND5B,0.27,0.0713
LOC647012,0.177,0.0713
REXO1,0.293,0.0713
RGMA,0.515,0.0713
GNG10,0.192,0.07134184740576034
MMP15,-0.132,0.0714
COX7A1,-0.379,0.0714
XLOC_004016,0.597,0.07148058545783881
FLJ45248,-0.389,0.0715
ESF1,-0.187,0.0715
LMAN2L,0.212,0.0715
MACROD1,-0.159,0.0716
DUSP18,0.227,0.0717
MRPS36,-0.2385,0.07186580450416909
FDPS,0.279,0.0719
XIRP1,-0.868,0.0719
TMEM167B,-0.19920000000000002,0.07191697898613894
C17orf28,0.261,0.072
LOC100130899,-0.487,0.072
TMPRSS7,-0.258,0.072
LOC440028,-0.351,0.072
GUCA1C,0.169,0.072
ACAT1,-0.17263333333333333,0.07218605739483673
LOC100130890,-0.249,0.0722
ICMT,0.1756,0.07224527957544243
C9orf5,-0.1965,0.07226331508784344
CHDH,-0.14800000000000002,0.07227619680546929
LOC100129781,-0.267,0.0724
IGFL3,-0.418,0.0724
APBB1,0.171,0.0724
SEC14L3,-0.205,0.07246069872095683
PGK2,0.295,0.0725
DNALI1,-0.33,0.0725
DPRXP4,-0.659,0.0726
XLOC_002078,0.175,0.0728
CDK10,-0.1545,0.07286504692738273
KIR2DS4,-0.42999999999999994,0.07288089645344407
C4orf42,0.161,0.0729
BTBD19,-1.9204999999999999,0.07290659627810193
KIAA1257,0.308,0.073
LOC100133985,0.778,0.073
CCNY,0.202,0.073
IL20RB,-0.194,0.073
KRTAP13-1,0.841,0.073
C2CD3,0.1322,0.07301579144333126
